track_id,track_name,track_artist,playlist_genre,energy,key,valence,acousticness,speechiness
2TZ1apxMDlubCGMsOxcTbT,Come Clean,Hilary Duff,pop,0.892,8,0.454,0.016,0.0675
3WefHNGtjexZvi66ZEx9u4,Hurts Like Hell (feat. Offset),Madison Beer,pop,0.56,1,0.609,0.185,0.179
1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Kelly Clarkson,pop,0.939,0,0.684,0.046,0.0475
73qbBlEAcm2HfnAaSnP1II,Say OK,Vanessa Hudgens,pop,0.689,9,0.531,0.00607,0.0475
7m97u5zpSWqkDjN4uwY2LP,shut up,Greyson Chance,pop,0.448,9,0.45,0.296,0.0468
1rKBOL9kJfX1Y4C3QaOvRH,Boyfriend,Big Time Rush,pop,0.857,1,0.677,0.0987,0.111
4JIo8RztBbELr2gWJ5OGK6,Secret Love Song (feat. Jason Derulo),Little Mix,pop,0.642,9,0.131,0.259,0.0504
2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,Hot Chelle Rae,pop,0.783,4,0.814,0.0764,0.119
5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,pop,0.851,7,0.452,0.0319,0.0639
0LcNMuOiULmxJK3bdHTfDF,Missing You,The Vamps,pop,0.647,2,0.531,0.168,0.0519
3q3pZHncNkvIWJebMeuQqQ,Hero,Christopher Wilde,pop,0.902,3,0.601,0.0279,0.123
7d1CFwrBmH34gmS0Hkbfbt,Replay,Zendaya,pop,0.723,6,0.618,0.0416,0.121
0YonII18xBlXaIEy2wd4mh,Stay My Baby,Miranda Cosgrove,pop,0.939,11,0.689,0.00207,0.105
00Z0GIRi0l7WqQnQJCo5S2,Don't Let It Break Your Heart - Single Edit,Louis Tomlinson,pop,0.708,10,0.513,0.0226,0.0672
11dxtPJKR4E0wlSr0A0t47,Potential Breakup Song,Aly & AJ,pop,0.89,6,0.765,0.00082,0.039
76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,DNCE,pop,0.753,4,0.896,0.153,0.0517
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,pop,0.837,2,0.714,0.0991,0.142
3WVhkjB7Y4xFruqoCAajBb,Sue Me,Sabrina Carpenter,pop,0.809,6,0.609,0.0422,0.326
4D3IIkBWnpL097OkljGnRW,Live Forever (With Cheat Codes),Liam Payne,pop,0.676,7,0.664,0.213,0.0335
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,pop,0.58,7,0.66,0.0114,0.0408
7HMmFQsKsljwTw8bS7lu19,Rare,Selena Gomez,pop,0.545,5,0.631,0.208,0.0706
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,pop,0.663,3,0.286,0.225,0.0477
72Bz4ciRZPBcVSw0nrZDHi,Do It Again,Pia Mia,pop,0.564,8,0.411,0.0266,0.047
21pySLskKIKrhDziCX5ojQ,When I Grow Up,The Pussycat Dolls,pop,0.685,11,0.368,0.00165,0.05
6IvOCyrwW7VuCjQFCD7h7r,Make You Believe,Lucy Hale,pop,0.837,8,0.883,0.0178,0.0615
4KLp7sKY2YCzaSQelZZjZr,Total Eclipse Of The Heart (Glee Cast Version) (feat. Jonathan Groff),Glee Cast,pop,0.662,8,0.261,0.195,0.0293
6E37j4b44JGpdk297urpKM,like that,Bea Miller,pop,0.441,6,0.389,0.186,0.0758
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,pop,0.791,1,0.756,0.0384,0.124
5FuqMHyesm7ofmkMFYD7eY,Truth Or Dare,Emily Osment,pop,0.747,0,0.703,0.0000379,0.0345
2tOOcDDYkh0PSjr6GwPEAJ,Love Me Less (feat. Quinn XCII),MAX,pop,0.856,11,0.771,0.0828,0.0929
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,pop,0.437,11,0.0967,0.101,0.039
2wWboDFZJPWXVNlHUbdSVQ,Dear No One,Tori Kelly,pop,0.592,6,0.462,0.126,0.314
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,Avril Lavigne,pop,0.776,5,0.427,0.0572,0.0459
6YXG34IWbilypPwjBTOrUC,Can I Have This Dance - Original Version,High School Musical Cast,pop,0.619,0,0.426,0.203,0.0296
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,pop,0.708,8,0.742,0.0337,0.0473
5Fla3zyOCcIRqrDoKLU0DP,Let You Love Me,Rita Ora,pop,0.846,10,0.451,0.275,0.283
7wVHizRrYy5LCX7QfwsxNJ,I Won't Give Up,Christina Grimmie,pop,0.519,8,0.158,0.403,0.0471
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,pop,0.882,8,0.385,0.194,0.0602
4WzhjxvLP95y7AMDy0Atwb,Out Of Love,Alessia Cara,pop,0.267,7,0.137,0.8,0.0336
4tNXntkAzQ5A2dfYRYGIIQ,Easier,5 Seconds of Summer,pop,0.428,5,0.618,0.489,0.221
0QVAlchLCx15ZLSoR9Wg1B,Higher,The Saturdays,pop,0.862,10,0.596,0.049,0.0341
3Q4WeJmzxuDpzMu9QjQqbM,Big Girls Don't Cry (Personal),Fergie,pop,0.641,7,0.253,0.205,0.0336
4wCD0qOFNRu1Q6O3N6ycm4,Crush,David Archuleta,pop,0.664,0,0.487,0.00836,0.0322
51xUartdwQzXmtrwHyXRVp,On My Own,Austin Moon,pop,0.593,7,0.281,0.14,0.0406
0QsKEPcviDIqoOdtZvbixA,"It's Party Time (From ""Hotel Transylvania 3"")",Joe Jonas,pop,0.748,8,0.653,0.425,0.0576
5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),Julia Michaels,pop,0.467,0,0.386,0.662,0.0302
1Fx9aiORwv0cx5mFEBasHo,All About Tonight,Pixie Lott,pop,0.804,2,0.732,0.207,0.0448
3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),Camila Cabello,pop,0.491,8,0.383,0.018,0.0296
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,pop,0.838,5,0.924,0.0249,0.114
1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,Rixton,pop,0.783,5,0.551,0.00489,0.0345
53xAT6jud1w0NqlBjSW4VB,What's My Name,China Anne McClain,pop,0.932,1,0.662,0.098,0.16
1ZhIyWSMyEWkoQCGmEPQ40,Demi Lovato Medley,Cimorelli,pop,0.635,1,0.451,0.134,0.119
3je88Q4OvTqIx7BFRFYvRA,Phases,PRETTYMUCH,pop,0.636,11,0.492,0.169,0.131
3QmOiZF7IzJJkHnahh5Ea0,History,Olivia Holt,pop,0.631,1,0.541,0.0997,0.0541
1wF2QB0bAAYQdPUIn0L0VE,Outside Looking In,Jordan Pruitt,pop,0.29,5,0.42,0.676,0.0282
3Nbcx1svCSzmyYG2I81YCZ,Up,Olly Murs,pop,0.845,9,0.638,0.0193,0.0339
2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,pop,0.53,0,0.417,0.4,0.0434
41L3O37CECZt3N7ziG2z7l,Yummy,Justin Bieber,pop,0.519,9,0.495,0.404,0.106
5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,pop,0.699,11,0.585,0.423,0.0578
5WWOmIdScv25SOKm8yknqh,Let's Make This Last 4Ever,Mitchel Musso,pop,0.936,11,0.812,0.00758,0.0503
7hzlzoOwCZ4D3Ow5YZK4kj,Insomnia,Daya,pop,0.653,7,0.379,0.0944,0.0611
7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,Leona Lewis,pop,0.656,5,0.225,0.188,0.0357
0x4GHzCjY5MGQ960CHnVHz,In My Blood,The Veronicas,pop,0.809,7,0.278,0.00136,0.0504
4cZ3UsiKd1kUQIaq4BFIj2,No One Compares To You,Jack & Jack,pop,0.748,1,0.631,0.127,0.0434
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,pop,0.694,11,0.216,0.00281,0.0253
3K01q0jtSNHeqx5gs97HH2,Push It to the Limit,Corbin Bleu,pop,0.906,5,0.783,0.0116,0.0561
6RjW45KHJ6kgI2xQ1aFa52,Acapella,Karmin,pop,0.619,2,0.427,0.126,0.151
7pAq1IXYZpL42HchCminu6,Don't Hold Your Breath,Nicole Scherzinger,pop,0.797,5,0.674,0.00646,0.0262
2GJEMlKxt3GL2rJMOTET6Z,So Close,Jennette McCurdy,pop,0.658,9,0.53,0.296,0.0342
7JTg1KbHm4FXeKL8vSmTqP,I Luv U (with R3HAB),Sofia Carson,pop,0.558,1,0.44,0.0532,0.0641
1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,pop,0.868,7,0.733,0.15,0.0291
6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,pop,0.407,10,0.161,0.309,0.0267
3KnjerEPMolLapVo2wdgz6,Rumors,Lindsay Lohan,pop,0.784,10,0.888,0.0171,0.0533
44aN5xKL3kGHvQ5bXVk6B8,Ghost Town,Adam Lambert,pop,0.736,4,0.274,0.186,0.046
65YX6qx31L6SOQlrSMGYeM,Who I Am,Nick Jonas & The Administration,pop,0.763,4,0.756,0.0773,0.035
2v00WuRHH1WdnXxlHnyURi,Hate How Much I Love You,Conor Maynard,pop,0.42,0,0.688,0.665,0.221
6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,pop,0.817,1,0.782,0.075,0.109
0X5p2uVpPIbHIMzyH7ky3V,Not Your Birthday,Allstar Weekend,pop,0.943,7,0.776,0.00553,0.11
61e03HSUanPGL3M3WSiJgE,Gold,Victoria Justice,pop,0.859,7,0.405,0.000439,0.0522
5FNS5Vj69AhRGJWjhrAd01,Slow Dance,AJ Mitchell,pop,0.443,1,0.363,0.214,0.0386
24aMOBYVHE58Y33RIwkT0L,Like I Did,Shane Harper,pop,0.793,1,0.466,0.0159,0.0414
4qEoqyPbLYnLOii6mKlIjI,"Determinate - From ""Lemonade Mouth""",Adam Hicks,pop,0.768,1,0.218,0.00361,0.0488
5lz0NiPw32Gq4kMIUJvuw2,"Take On the World - Theme Song From ""Girl Meets World""",Rowan Blanchard,pop,0.713,5,0.703,0.00103,0.0388
1rM0CnyUiiw6A9CHJRXjZA,Chillin' Like a Villain,Sofia Carson,pop,0.775,8,0.827,0.0318,0.0829
744ZuzjXQmoJmOdk2I1ym9,"Keep It Undercover - Theme Song From ""K.C. Undercover""",Zendaya,pop,0.774,0,0.803,0.361,0.086
6VcKAd94eVxNyudlWN91GH,"Time of Our Lives - Main Title Theme From ""I Didn't Do It""",Olivia Holt,pop,0.817,2,0.647,0.000152,0.0879
3TcL0dyCMyr0kyTTc4NLgI,Who Says,Selena Gomez & The Scene,pop,0.927,4,0.744,0.0843,0.0479
1UXBbmjIrxjckrbv5EfSVT,Tell Me Something I Don't Know - Soundtrack,Selena Gomez,pop,0.936,7,0.697,0.0309,0.11
0hnHoQbEQOL4YUZ4SO6xbe,Calling All the Monsters,China Anne McClain,pop,0.826,6,0.492,0.00272,0.0976
48qKqo6HgIG8VLN4CpYb37,Magic,Selena Gomez,pop,0.922,11,0.396,0.00632,0.0386
4TSxpQC5oY6XBkUSLPYM6G,Boombox,Laura Marano,pop,0.809,9,0.61,0.0176,0.164
5y6pj7OeBFF0CVgZKhRbOG,Black Magic,Little Mix,pop,0.895,4,0.826,0.0348,0.0618
2n3CaPGPLYnYAvTEwKCX8t,Mmm Yeah (feat. Pitbull),Austin Mahone,pop,0.922,6,0.976,0.00266,0.0411
4d2xzqxnNCEetIzMwRqhMK,La Bella y La Bestia,Bely Basarte,pop,0.41,10,0.333,0.848,0.0398
33oVWYegPgHz4xes1bYUpk,Esperándola sin más,Ignasi Vidal,pop,0.405,8,0.221,0.88,0.0376
3vrw4MWkszWdFlCmJfpkv2,Por fin ya veo la luz,Carmen López,pop,0.167,5,0.226,0.856,0.029
0WSO4MJCg5nCW261pGQHao,Cuando mi vida va a comenzar,Carmen López,pop,0.458,4,0.526,0.183,0.0295
5AJlZB3pgR7fM3DWTeL6WT,El Ritmo De La Selva,Fernando García Baró,pop,0.502,10,0.759,0.461,0.163
38J1ihEp0kRsuRboyoKXhN,Pobres almas sin sol,Helen Quiroga,pop,0.424,0,0.508,0.785,0.124
54NI0COc4wjNVTW9rnOEfI,"Parte De Tu Mundo - De ""La Sirenita""/Banda Sonora Original",María Caneda,pop,0.279,5,0.366,0.953,0.0346
5Xw4HulgAYsJaB9VXOMVLH,Canción del encantamiento,Carmen López,pop,0.00814,6,0.512,0.962,0.0367
0zqY0ttERCqwSfgzfMWMNG,La Bella Y La Bestia,Marta Martorell,pop,0.0917,5,0.152,0.916,0.0385
6orRFPOpyksp2Hgh7KDehQ,Qué hay más allá,María Parrado,pop,0.349,4,0.121,0.673,0.0843
7Hjr124CfhS8HYAHJitVO4,Fire,"Matthew ""Mdot"" Finley",pop,0.946,8,0.681,0.123,0.078
2E1V6nbjINpLpiMaWMSYZ4,Can't Back Down,Demi Lovato,pop,0.839,8,0.658,0.0847,0.096
58HtLMKqU6MOr3cw0P6QEm,"It's On - From ""Camp Rock 2: The Final Jam""",Demi Lovato,pop,0.945,11,0.9,0.00503,0.138
5Alb26b1yQSaZtNxYKhZFC,Wouldn't Change a Thing,Demi Lovato,pop,0.879,1,0.516,0.0843,0.0833
2y8rZoB5iJBt233kASCihn,Introducing Me,Nick Jonas,pop,0.495,11,0.684,0.491,0.0515
0q6ku8ljaOYoxs80gYrW8r,This is Our Song,Demi Lovato,pop,0.626,7,0.394,0.0867,0.0358
6uqpHCbXPceYgS4KdzaOdU,We Rock,Cast Of Camp Rock,pop,0.941,8,0.844,0.00623,0.11
5ef1YfcBRyWqKZ5t9ZUYe0,Play My Music,Jonas Brothers,pop,0.871,2,0.803,0.000632,0.0836
6RC5tEJEye1m0ilNfzjf3K,Gotta Find You,Joe Jonas,pop,0.726,11,0.473,0.0589,0.03
2JQRlt3HpTCpRvcfDsbwic,This Is Me,Demi Lovato,pop,0.822,1,0.58,0.011,0.0399
5LiW25vFN2BzrceU27R8qy,Here I Am,Renee Sandstrom,pop,0.788,3,0.449,0.157,0.0341
6xg61PHNCLvQClEJrT9p0V,What it Takes,Aaryn Doyle,pop,0.871,2,0.647,0.369,0.0794
0CNuwuX6yEMcQYsCnwUfaV,Dynamite,China Anne McClain,pop,0.789,6,0.493,0.184,0.0717
0unE30Ni1mCtJ3ouixiwlB,Something About the Sunshine,Anna Margaret,pop,0.794,5,0.782,0.0977,0.0479
34iOdwktu3ZDhujxpsAqe7,Stuck On You,Nick Strand,pop,0.664,1,0.436,0.429,0.0748
7vmiKOPQuGBV3Q2z3He5e9,Down Low,Astrid S,pop,0.35,6,0.333,0.799,0.0287
0cppqb4vQycORHNMxr8DGd,Favorite Part Of Me,Astrid S,pop,0.502,1,0.403,0.862,0.0447
5WEAZtjEufELtaxqYcqCJg,Years,Astrid S,pop,0.285,9,0.256,0.855,0.0342
4poybupy26pTWPr9zY1i7h,Some Say,Nea,pop,0.342,3,0.482,0.701,0.0404
5VGBgPVFO3e0lWz4WHYntQ,All For Love,Tungevaag & Raaban,pop,0.901,7,0.651,0.145,0.0678
2JtuQZHQAtNO13O8KLQSxE,Boys Like You,Anna Clendening,pop,0.607,2,0.541,0.23,0.113
33NUt06BeLIeJyf4YJtGoh,Slow Dance (feat. Ava Max),AJ Mitchell,pop,0.443,1,0.363,0.214,0.0386
2y8iBf0QRqCKFtePi9Rl2H,Why Do You Love Me,Charlotte Lawrence,pop,0.305,8,0.732,0.28,0.0902
0iwsQWgtjSq2kUXuZwTDAL,Home with You,Madison Beer,pop,0.599,7,0.727,0.067,0.0878
0L1IszgjzIZRBENyHJTQms,Dear Society,Madison Beer,pop,0.594,7,0.416,0.161,0.0492
5naYe7rLMZcLfO1DKg48MK,All Day And Night,Jax Jones,pop,0.765,1,0.541,0.317,0.108
7lqsmY0ifoZsqBU6DpbCIq,All For Love,Madison Beer,pop,0.76,1,0.133,0.00514,0.0556
5kApwSRDqF5CKclVLw1FBM,Dead,Madison Beer,pop,0.7,2,0.553,0.4,0.211
1mJYgCniedO0tBpAGCL1vO,Sidelove,Astrid S,pop,0.343,8,0.511,0.799,0.0337
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,pop,0.225,6,0.243,0.902,0.0994
1ioqD1XvFGDomjXkKNCBQB,Doing To Me,Astrid S,pop,0.762,0,0.368,0.284,0.0571
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Lana Del Rey,pop,0.416,11,0.151,0.262,0.0368
2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,Tones and I,pop,0.588,6,0.513,0.692,0.0924
76bvw5EDyhm1b3dfsOToYG,The Kids Are Coming,Tones and I,pop,0.566,9,0.154,0.193,0.298
0JQ5MbyriK6ruD3t6RZ7ix,Never Seen The Rain,Tones and I,pop,0.464,6,0.271,0.43,0.037
7BooBD8k8ABLTFLzgxcT5G,Johnny Run Away,Tones and I,pop,0.538,2,0.582,0.642,0.0622
4kRT3cCwp0uYEqh4hHvxZS,Jimmy,Tones and I,pop,0.464,8,0.182,0.473,0.0346
0kF0fz89HNJ1afzJ1IE1rP,Say It to My Face,Madison Beer,pop,0.566,11,0.591,0.169,0.435
2kJwzbxV2ppxnQoYw4GLBZ,If The World Was Ending (feat. Julia Michaels),JP Saxe,pop,0.473,1,0.604,0.866,0.129
5fmBkJa4mTezkJq8B1TgSn,Colourblind,Tones and I,pop,0.154,9,0.115,0.729,0.0367
7DoNtK2gVFRwJh0hkHe5wQ,Easy,Camila Cabello,pop,0.593,4,0.355,0.411,0.0463
4HBvwhhYo7YiYXkUDrOHzS,Trampoline,SHAED,pop,0.459,7,0.498,0.56,0.0334
073ILU1C3APNRGF66VhtyA,Liar,Camila Cabello,pop,0.498,11,0.652,0.0169,0.0456
6N29ryH844QydR2Q3ULSdC,OK (Anxiety Anthem),Mabel,pop,0.803,8,0.531,0.276,0.0882
2ogKhhoMClkFXek7ZgxAhN,Shameless,Camila Cabello,pop,0.651,4,0.0851,0.0197,0.0588
1mpD5Q8IM32I4bF6eCpU74,Up All Night,Khalid,pop,0.712,1,0.669,0.00103,0.0527
0G7Ik0gmxJBFJKAmK2p1k9,Someone New,Astrid S,pop,0.697,0,0.434,0.129,0.27
6l7lX8hJXVIUyPrTaabpqk,Ready,Alessia Cara,pop,0.496,0,0.588,0.214,0.151
5DqdesEfbRyOlSS3Tf6c29,It's You,Ali Gatie,pop,0.463,11,0.397,0.374,0.0287
1cL3ucXzG2hj3XOUPIWdvZ,Feelings,Lauv,pop,0.466,9,0.246,0.0934,0.0384
3Lp8Xd2K7TwlY32SPvXkvF,Lonely,Noah Cyrus,pop,0.26,5,0.303,0.779,0.0601
5i2JGF65pHKSfMEjSMrBC3,Jesus In LA,Alec Benjamin,pop,0.627,0,0.689,0.537,0.0401
7vLR7NDAadIXfWjl2nw5Nr,Haloes,Ina Wroldsen,pop,0.719,3,0.33,0.42,0.0343
2GdxQw8NwoeH8tKySg6nym,Torn,Ava Max,pop,0.831,2,0.696,0.111,0.0435
7vgv8KZBSo0TPzyIWG9yzV,Salt,Ava Max,pop,0.835,6,0.743,0.131,0.0623
7uYIX9O9DY6l1D3HiwHR1J,Freaking Me Out,Ava Max,pop,0.553,1,0.382,0.458,0.0669
25sgk305KZfyuqVBQIahim,Sweet but Psycho,Ava Max,pop,0.704,1,0.628,0.0691,0.0476
0uUNN1nSoUx1A4fkDCWDQ7,So Am I,Ava Max,pop,0.656,6,0.607,0.0737,0.0435
3gJ6t0HKTMto4Aq3sXJVk2,My Way,Ava Max,pop,0.621,9,0.396,0.0623,0.0412
2wenGTypSYHXl1sN1pNC7X,Slow Dance (feat. Ava Max) - Sam Feldt Remix,AJ Mitchell,pop,0.85,1,0.372,0.114,0.0444
3g0mEQx3NTanacLseoP0Gw,Takeaway,The Chainsmokers,pop,0.511,3,0.351,0.126,0.0324
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,pop,0.575,3,0.183,0.604,0.0573
4wopYJ5wpYOM6ogm2Jugnw,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,pop,0.558,9,0.678,0.482,0.0683
2I43coEbzFSTMGO3kCjLMB,Daylight,Matt and Kim,pop,0.79,9,0.714,0.0851,0.0319
1D1nixOVWOxvNfWi0UD7VX,Unwritten,Natasha Bedingfield,pop,0.801,5,0.63,0.00577,0.0399
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Calvin Harris,pop,0.869,8,0.58,0.41,0.0483
0xMd5bcWTbyXS7wPrBtZA6,Burn,Ellie Goulding,pop,0.777,1,0.329,0.31,0.0432
5ka2ajep9OAvU5Sgduhiex,Applause,Lady Gaga,pop,0.78,7,0.738,0.0265,0.053
0QkWikH5Z3U0f79T9iuF6c,Judas,Lady Gaga,pop,0.937,10,0.535,0.000967,0.0744
5sv9s4Ru1FbFv8BnNr3vww,Ratchet,DJ White Shadow,pop,0.964,7,0.297,0.0021,0.0751
1uXbwHHfgsXcUKfSZw5ZJ0,Run the World (Girls),Beyoncé,pop,0.899,0,0.76,0.00496,0.143
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,Avicii,pop,0.783,2,0.643,0.0038,0.0523
4RXpgGM7A4Hg7cFBoH5KyF,Hey Brother,Avicii,pop,0.78,7,0.458,0.0309,0.0436
07nH4ifBxUB4lZcsf44Brn,Blame,Calvin Harris,pop,0.856,0,0.35,0.0289,0.0808
6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,Capital Cities,pop,0.819,0,0.766,0.000176,0.0316
3LlAyCYU26dvFZBDUIMb7a,Demons,Imagine Dragons,pop,0.71,3,0.428,0.19,0.0321
5Sf3GyLEAzJXxZ5mbCPXTu,Waves - Robin Schulz Radio Edit,Mr. Probz,pop,0.51,5,0.45,0.00821,0.0369
7IohFKIwrb75c4XaqX7WWo,This Is Love,will.i.am,pop,0.796,0,0.282,0.00473,0.0445
3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),Pitbull,pop,0.963,11,0.788,0.0295,0.0981
7EQGXaVSyEDsCWKmUcfpLk,Die Young,Kesha,pop,0.7,1,0.801,0.00498,0.046
4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything,Pitbull,pop,0.939,8,0.529,0.192,0.161
1oHNvJVbFkexQc0BpQp7Y4,Starships,Nicki Minaj,pop,0.716,11,0.751,0.135,0.075
1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,pop,0.713,7,0.69,0.0353,0.112
7lxKUx67JrEoxjayHCb0Xr,Habits (Stay High) - The Chainsmokers Extended Mix,Tove Lo,pop,0.772,10,0.0418,0.00248,0.0356
3gbBpTdY8lnQwqxNCcf795,Pompeii,Bastille,pop,0.715,9,0.571,0.0755,0.0407
6BtmXhTJMM9sBTHeYYASGz,It's Time,Imagine Dragons,pop,0.884,2,0.86,0.0162,0.0372
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,The Weeknd,pop,0.796,1,0.345,0.00147,0.0629
6TfeXwJihJRuBW3mFpib6J,DANCE,CLMD,pop,0.548,7,0.552,0.0263,0.0373
0eQJy4VAW7AkhKIHzXx3jG,The First One,Astrid S,pop,0.541,7,0.183,0.39,0.16
60bUT3XY15CTg8ZRNrSbqO,So High,Ruben,pop,0.496,11,0.238,0.356,0.0694
1Ff71LUQO0KBk5Slu3K6Vu,Cry for Me,Camila Cabello,pop,0.805,9,0.653,0.05,0.0927
3gicyfiEVMGONgzygpWjNT,Grip,Seeb,pop,0.904,4,0.503,0.331,0.0507
1e9oZCCiX42nJl0AcqriVo,Watermelon Sugar,Harry Styles,pop,0.816,0,0.557,0.122,0.0465
5VkHTogGhpdkLv0bOtlVjt,Voice of Chunk,The Lounge Lizards,pop,0.597,9,0.617,0.353,0.194
53xSIYBcFnltfPf6ZyQ4je,Heaven,The Neighbourhood,pop,0.712,2,0.288,0.0578,0.0357
5PmPW1JYDmwPtamsOTgkzu,Kings of the Mountain,Lonely The Brave,pop,0.929,9,0.26,0.0001,0.0425
3ouugfdFz6exFXUxu7wRvD,If You Can't Hang,Sleeping With Sirens,pop,0.975,2,0.451,0.00152,0.365
1wFRkVclQWfMQQcaVLjmBE,"If I'm James Dean, You're Audrey Hepburn",Sleeping With Sirens,pop,0.936,8,0.417,0.000021,0.0829
5M9kio8FEFiNKyTDGqksy2,The Bomb Dot Com V2.0,Sleeping With Sirens,pop,0.959,7,0.523,0.00000425,0.0823
58dRar8dH64xLu0Nw339wJ,You Kill Me (In a Good Way),Sleeping With Sirens,pop,0.907,3,0.608,0.0000609,0.062
7einafMX858EoeJpqpzz7R,Captain Tyin Knots VS Mr Walkway (No Way),Sleeping With Sirens,pop,0.941,9,0.466,0.0000145,0.163
3OkhW6KkSI7CUdBkuKPldQ,"In Case of Emergency, Dial 411",Sleeping With Sirens,pop,0.956,3,0.599,0.00000655,0.0669
1x8IGM8FYl6uqn806QWdW0,The Left Side of Everywhere,Sleeping With Sirens,pop,0.966,11,0.413,0.0000101,0.105
42Da622nCy4WpuIR3cO2Ue,The Consequence,You Me At Six,pop,0.922,9,0.205,0.00108,0.111
4GMCZUi6cVQJ5wPWwJ36rW,Underdog,You Me At Six,pop,0.961,1,0.787,0.000949,0.0868
4dCF1HnN064YMR6b8t85wL,Playing The Blame Game,You Me At Six,pop,0.866,11,0.588,0.0029,0.0607
1rs92hJj00BrqjuyroOv6g,Safer To Hate Her,You Me At Six,pop,0.855,2,0.456,0.000713,0.0652
3jzsSb4XeObErKwaq11wtO,Liquid Confidence (Nothing To Lose),You Me At Six,pop,0.658,4,0.5,0.0386,0.0385
5JsnpXdskRuuncQD8VNFG7,Hard To Swallow,You Me At Six,pop,0.866,2,0.586,0.000701,0.0397
6w2Jll6iJTKVst9x9VCdlx,There’s No Such Thing As Accidental Infidelity,You Me At Six,pop,0.781,11,0.486,0.00375,0.0383
6GH9BAxbNjCmBVTh8wUxkb,Fireworks,You Me At Six,pop,0.582,6,0.219,0.124,0.0254
25HI5hXVP2pbD5fF9TdKPE,Gossip,You Me At Six,pop,0.944,6,0.55,0.0000266,0.16
7xo14jx9x5AQZtEHUY1OsA,Call That A Comeback,You Me At Six,pop,0.839,1,0.744,0.00183,0.0735
7C3rfIBnbBOyRl9J9V5dne,Jealous Minds Think Alike,You Me At Six,pop,0.937,7,0.379,0.00265,0.0593
1j9WiYut0demY3Md2B4gcV,Save It For The Bedroom,You Me At Six,pop,0.956,1,0.491,0.00105,0.0536
3pe7reLGU42Wemf4UMjrYH,Take Off Your Colours,You Me At Six,pop,0.929,1,0.398,0.00168,0.153
1kN9NWN4usLoogG70iJQuN,You’ve Made Your Bed (So Sleep In It),You Me At Six,pop,0.895,9,0.545,0.0251,0.0507
14PCAzWN1tK8zTDZoWv76M,If You Run,You Me At Six,pop,0.934,5,0.435,0.00212,0.0669
3ksHcN1MdKel3q3gvWn0ej,If I Were In Your Shoes,You Me At Six,pop,0.923,6,0.703,0.0000449,0.0553
3NtDqzqX4xF5ZCf5Bvr7NP,Always Attract,You Me At Six,pop,0.357,7,0.226,0.22,0.0285
6YhnPGViiGL970zCcpg3gh,The Rumour,You Me At Six,pop,0.765,10,0.166,0.0018,0.102
2V98yEHrGuNclS6TRmuVfG,Kiss And Tell,You Me At Six,pop,0.932,0,0.661,0.000367,0.0543
4HSD7R7gdVaprM52HQbAkh,Finders Keepers,You Me At Six,pop,0.898,3,0.381,0.000234,0.055
